,Arxiv_key,Author,Citation_count,Figures,Pages,Pub,Title,Year,Pub_average,Citation_category,h_index,m_index,e_index,i10_index,i100_index,g_index,tori_index,riq_index
894,http://arxiv.org/abs/astro-ph/9708035v1,"[u'Chiang, James', u'Dermer, Charles D.']",9,2.0,10.0,ArXiv e-prints,[u'Decelerating Plasmoid Model for Gamma-Ray Burst Afterglows'],1997,5.563943161634103,0,6.0,1.0,17.7,4.0,0.0,19.0,5.3,383.0
895,http://arxiv.org/abs/astro-ph/9702043v1,"[u'Bienayme, O.', u'Sechaud, N.']",16,7.0,11.0,Astronomy and Astrophysics,[u'Stellar kinematics in the solar neighbourhood and the disc scale lengths of the Galaxy.'],1997,44.746808510638296,0,5.0,0.4,15.6,5.0,1.0,11.0,3.9,140.0
896,http://arxiv.org/abs/hep-ph/9701416v1,"[u'Scherrer, Robert J.', u'Vilenkin, Alexander']",10,10.0,24.0,Physical Review D,[u'Cosmic string formation from correlated fields'],1997,56.45515394912985,0,10.0,1.0,17.4,10.0,1.0,20.0,4.9,221.0
897,http://arxiv.org/abs/astro-ph/9708153v1,"[u'Small, Todd A.', u'Ma, Chung-Pei', u'Sargent, Wallace L. W.', u'Hamilton, Donald']",68,8.0,29.0,The Astrophysical Journal,[u'The Norris Survey of the Corona Borealis Supercluster. III. Structure and Mass of the Supercluster'],1998,68.21280724450195,2,5.0,0.7,16.8,5.0,1.0,10.0,2.7,235.0
898,http://arxiv.org/abs/astro-ph/9609027v2,"[u'Bernardeau, F.', u'van de Weygaert, R.', u'Hivon, E.', u'Bouchet, F. R.']",19,5.0,12.0,Monthly Notices of the Royal Astronomical Society,[u'The Omega dependence of the velocity divergence distribution'],1997,57.93898718730934,0,12.0,2.4,31.4,12.0,5.0,20.0,21.0,916.0
899,http://arxiv.org/abs/astro-ph/9711187v1,"[u'Scoccimarro, Roman']",139,10.0,37.0,Monthly Notices of the Royal Astronomical Society,[u'Transients from initial conditions: a perturbative analysis'],1998,57.93898718730934,2,5.0,1.7,21.9,5.0,2.0,8.0,7.5,913.0
900,http://arxiv.org/abs/astro-ph/9611106v1,"[u'Bullock, James S.', u'Primack, Joel R.']",66,12.0,21.0,Physical Review D,[u'Non-Gaussian fluctuations and primordial black holes from inflation'],1997,56.45515394912985,2,2.0,0.1,8.1,1.0,0.0,5.0,1.3,38.0
901,http://arxiv.org/abs/astro-ph/9612223v1,"[u'Athanassoula, E.', u'Makino, J.', u'Bosma, A.']",77,12.0,15.0,Monthly Notices of the Royal Astronomical Society,[u'Evolution of compact groups of galaxies - I. Merging rates'],1997,57.93898718730934,2,8.0,1.1,32.7,7.0,2.0,20.0,37.8,878.0
902,http://arxiv.org/abs/astro-ph/9709048v1,"[u'Gomez-Gomar, J.', u'Isern, J.', u'Jean, P.']",28,12.0,10.0,Monthly Notices of the Royal Astronomical Society,[u'Prospects for Type IA supernova explosion mechanism identification with gama-rays.'],1998,57.93898718730934,1,2.0,0.7,5.2,1.0,0.0,2.0,0.5,225.0
903,http://arxiv.org/abs/astro-ph/9709015v1,"[u'Hauck, B.', u'Ballereau, D.', u'Chauville, J.']",10,12.0,13.0,Astronomy and Astrophysics Supplement Series,[u'New lambda Bootis stars with a shell'],1998,42.1375,0,6.0,1.0,10.3,6.0,0.0,12.0,2.3,255.0
904,http://arxiv.org/abs/astro-ph/9703124v2,"[u'Kaluzny, J.', u'Stanek, K. Z.', u'Krockenberger, M.', u'Sasselov, D. D.', u'Tonry, J. L.', u'Mateo, M.']",78,27.0,42.0,The Astronomical Journal,[u'DIRECT Distances to Nearby Galaxies Using Detached Eclipsing Binaries and Cepheids. I. Variables in the Field M31B'],1998,82.62099644128114,2,9.0,3.0,16.0,9.0,0.0,18.0,3.1,583.0
905,http://arxiv.org/abs/astro-ph/9609035v1,"[u'Totani, Tomonori', u'Sato, Katsuhiko']",18,16.0,19.0,Physical Review D,[u'Resonant spin-flavor conversion of supernova neutrinos and deformation of the electron antineutrino spectrum'],1996,56.45515394912985,0,4.0,2.0,10.5,3.0,0.0,5.0,1.7,646.0
906,http://arxiv.org/abs/nucl-th/9607027v1,"[u'Rakityansky, S. A.', u'Sofianos, S. A.', u'Howell, L. L.', u'Braun, M.', u'Belyaev, V. B.']",4,2.0,18.0,Nuclear Physics A,[u'Nonradiative proton-deuteron fusion in stellar plasma'],1997,32.13513513513514,0,4.0,1.3,8.9,3.0,0.0,8.0,1.0,328.0
907,http://arxiv.org/abs/astro-ph/9708147v1,"[u'Armitage, P. J.', u'Pringle, J. E.']",28,3.0,12.0,The Astrophysical Journal,[u'Radiation-induced Warping of Protostellar Accretions Disks'],1997,68.21280724450195,1,7.0,2.3,16.6,7.0,1.0,9.0,4.7,721.0
908,http://arxiv.org/abs/astro-ph/9701180v1,"[u'Dalton, G. B.', u'Maddox, S. J.', u'Sutherland, W. J.', u'Efstathiou, G.']",104,15.0,14.0,Monthly Notices of the Royal Astronomical Society,[u'The APM Galaxy Survey - V. Catalogues of galaxy clusters'],1997,57.93898718730934,2,5.0,0.7,20.2,5.0,2.0,9.0,2.7,236.0
909,http://arxiv.org/abs/astro-ph/9710039v2,"[u'Debattista, Victor P.', u'Sellwood, J. A.']",202,3.0,6.0,The Astrophysical Journal,[u'Dynamical Friction and the Distribution of Dark Matter in Barred Galaxies'],1998,68.21280724450195,2,3.0,1.0,14.2,1.0,1.0,6.0,2.9,564.0
910,http://arxiv.org/abs/astro-ph/9710252v1,"[u'Eisenstein, Daniel J.', u'Hu, Wayne']",573,4.0,20.0,The Astrophysical Journal,[u'Power Spectra for Cold Dark Matter and Its Variants'],1999,68.21280724450195,2,11.0,2.2,47.8,11.0,6.0,14.0,26.5,1028.0
911,http://arxiv.org/abs/astro-ph/9702199v1,"[u'Alcock, C.', u'Allen, W. H.', u'Allsman, R. A.', u'Alves, D.', u'Axelrod, T. S.', u'Banks, T. S.', u'Beaulieu, S. F.', u'Becker, A. C.', u'Becker, R. H.', u'Bennett, D. P.', u'Bond, I. A.', u'Carter, B. S.', u'Cook, K. H.', u'Dodd, R. J.', u'Freeman, K. C.', u'Gregg, M. D.', u'Griest, K.', u'Hearnshaw, J. B.', u'Heller, A.', u'Honda, M.', u'Jugaku, J.', u'Kabe, S.', u'Kaspi, S.', u'Kilmartin, P. M.', u'Kitamura, A.', u'Kovo, O.', u'Lehner, M. J.', u'Love, T. E.', u'Maoz, D.', u'Marshall, S. L.', u'Matsubara, Y.', u'Minniti, D.', u'Miyamoto, M.', u'Morse, J. A.', u'Muraki, Y.', u'Nakamura, T.', u'Peterson, B. A.', u'Phillips, M. M.', u'Pratt, M. R.', u'Quinn, P. J.', u'Reid, I. N.', u'Reid, M.', u'Reiss, D.', u'Retter, A.', u'Rodgers, A. W.', u'Sargent, W. L. W.', u'Sato, H.', u'Sekiguchi, M.', u'Stetson, P. B.', u'Stubbs, C. W.', u'Sullivan, D. J.', u'Sutherland, W.', u'Tomaney, A.', u'Vandehei, T.', u'Watase, Y.', u'Welch, D. L.', u'Yanagisawa, T.', u'Yoshizawa, M.', u'Yock, P. C. M.']",159,15.0,32.0,The Astrophysical Journal,[u'MACHO Alert 95-30: First Real-Time Observation of Extended Source Effects in Gravitational Microlensing'],1997,68.21280724450195,2,15.0,7.5,38.6,16.0,5.0,20.0,3.4,921.0
912,http://arxiv.org/abs/astro-ph/9705025v1,"[u'Tompkins, W. F.', u'Jones, B. B.', u'Nolan, P. L.', u'Kanbach, G.', u'Ramanamurthy, P. V.', u'Thompson, D. J.']",10,3.0,6.0,The Astrophysical Journal,[u'EGRET Gamma-Ray Observations of the Crab P2/P1 Ratio'],1997,68.21280724450195,0,1.0,1.0,3.0,1.0,0.0,1.0,0.1,259.0
913,http://arxiv.org/abs/astro-ph/9710024v1,"[u'Kuulkers, Erik', u'Wijnands, Rudy', u'Belloni, Tomaso', u'M\xe9ndez, Mariano', u'van der Klis, Michiel', u'van Paradijs, Jan']",69,3.0,19.0,The Astrophysical Journal,[u'Absorption Dips in the Light Curves of GRO J1655-40 and 4U 1630-47 during Outburst'],1998,68.21280724450195,2,11.0,2.8,16.5,11.0,0.0,19.0,3.4,463.0
914,http://arxiv.org/abs/astro-ph/9611182v1,"[u'Nichol, R. C.', u'Holden, B. P.', u'Romer, A. K.', u'Ulmer, M. P.', u'Burke, D. J.', u'Collins, C. A.']",64,11.0,20.0,The Astrophysical Journal,[u'Evolution in the X-Ray Cluster Luminosity Function Revisited'],1997,68.21280724450195,2,6.0,1.0,13.8,5.0,0.0,10.0,1.5,204.0
915,http://arxiv.org/abs/astro-ph/9705225v1,"[u'Li, Wenbin', u'Evans, Neal J., II', u'Lada, Elizabeth A.']",41,10.0,30.0,The Astrophysical Journal,"[u'Looking for Distributed Star Formation in L1630: A Near-Infrared (J, H, K) Survey']",1997,68.21280724450195,1,5.0,5.0,6.6,1.0,0.0,9.0,1.5,1215.0
916,http://arxiv.org/abs/astro-ph/9702189v1,"[u'Schaab, Christoph', u'Hermann, Bernd', u'Weber, Fridolin', u'Weigel, Manfred K.']",40,2.0,9.0,The Astrophysical Journal,[u'Differences in the Cooling Behavior of Strange Quark Matter Stars and Neutron Stars'],1997,68.21280724450195,1,3.0,1.5,13.0,3.0,0.0,3.0,1.2,557.0
917,http://arxiv.org/abs/astro-ph/9608161v1,"[u'Makino, Junichiro']",79,5.0,20.0,The Astrophysical Journal,[u'Merging of Galaxies with Central Black Holes. II. Evolution of the Black Hole Binary and the Structure of the Core'],1997,68.21280724450195,2,10.0,1.4,23.6,10.0,1.0,20.0,15.8,567.0
918,http://arxiv.org/abs/astro-ph/9707053v2,"[u'Hernanz, M.', u'G\xf3mez-Gomar, J.', u'Jos\xe9, J.', u'Isern, J.']",5,2.0,5.0,Proceedings of the Fourth Compton Symposium,[u'Predictions of gamma-ray emission from classical novae and their detectability by CGRO'],1997,8.083333333333334,0,5.0,0.5,12.0,4.0,0.0,13.0,1.1,106.0
919,http://arxiv.org/abs/astro-ph/9707096v1,"[u'Cui, Wei', u'Heindl, W. A.', u'Swank, J. H.', u'Smith, D. M.', u'Morgan, E. H.', u'Remillard, R.', u'Marshall, F. E.']",23,4.0,12.0,The Astrophysical Journal,[u'RXTE Observations of a New X-Ray Transient: GRS 1737-31'],1997,68.21280724450195,1,9.0,1.5,19.1,9.0,1.0,20.0,5.7,397.0
920,http://arxiv.org/abs/astro-ph/9608163v1,"[u'Kuncic, Z.', u'Celotti, A.', u'Rees, M. J.']",46,5.0,14.0,Monthly Notices of the Royal Astronomical Society,"[u'Dense, thin clouds and reprocessed radiation in the central regions of active galactic nuclei']",1997,57.93898718730934,1,3.0,0.6,8.4,2.0,0.0,5.0,0.9,191.0
921,http://arxiv.org/abs/hep-ph/9702377v1,"[u'Barnes, Christopher', u'Turok, Neil']",4,11.0,28.0,Physical Review D,[u'Cosmic texture from a broken global SU(3) symmetry'],1997,56.45515394912985,0,4.0,0.8,8.1,3.0,0.0,10.0,1.7,262.0
922,http://arxiv.org/abs/astro-ph/9707250v1,"[u'Boroson, Bram', u'Blair, William P.', u'Davidsen, Arthur F.', u'Vrtilek, S. D.', u'Raymond, John', u'Long, Knox S.', u'McCray, Richard']",17,5.0,19.0,The Astrophysical Journal,[u'Hopkins Ultraviolet Telescope Observations of Hercules X-1'],1997,68.21280724450195,0,4.0,0.7,6.9,4.0,0.0,7.0,0.3,92.0
923,http://arxiv.org/abs/astro-ph/9707047v2,"[u'Schubnell, Michael']",6,2.0,5.0,Proceedings of the Fourth Compton Symposium,[u'Observation of strong variability in the X-ray emission from Markarian 421 correlated with the May 1996 TeV flare'],1997,8.083333333333334,0,3.0,0.4,7.4,1.0,0.0,8.0,0.5,88.0
924,http://arxiv.org/abs/astro-ph/9702197v1,"[u'Georganopoulos, Markos', u'Marscher, Alan P.']",0,2.0,4.0,ArXiv e-prints,[u'A new classification and a two-parameter unification of BL Lacertae objects'],1997,5.563943161634103,0,3.0,1.5,2.6,0.0,0.0,4.0,0.3,284.0
925,http://arxiv.org/abs/astro-ph/9708068v1,"[u'Markoff, Sera', u'Melia, Fulvio', u'Sarcevic, Ina']",39,3.0,8.0,The Astrophysical Journal,[u'On the Nature of the EGRET Source at the Galactic Center'],1997,68.21280724450195,1,1.0,1.0,6.2,1.0,0.0,1.0,0.4,605.0
926,http://arxiv.org/abs/astro-ph/9701104v1,"[u'Jetsu, L.']",12,2.0,4.0,Astronomy and Astrophysics,"[u'The ""human"" statistics of terrestrial impact cratering rate.']",1997,44.746808510638296,0,9.0,1.1,14.1,9.0,0.0,17.0,4.7,271.0
927,http://arxiv.org/abs/astro-ph/9709206v1,"[u'Tripathy, S. C.', u'Christensen-Dalsgaard, J.']",17,11.0,13.0,Astronomy and Astrophysics,[u'Opacity effects on the solar interior. I. Solar structure'],1998,44.746808510638296,0,3.0,0.3,4.1,1.0,0.0,5.0,0.4,66.0
928,http://arxiv.org/abs/astro-ph/9708099v1,"[u'Cavallo, Robert M.', u'Sweigart, Allen V.', u'Bell, Roger A.']",77,28.0,60.0,The Astrophysical Journal,[u'Proton-Capture Nucleosynthesis in Globular Cluster Red Giant Stars'],1998,68.21280724450195,2,4.0,0.7,14.2,3.0,0.0,10.0,1.6,211.0
929,http://arxiv.org/abs/astro-ph/9703033v1,"[u'Hutchings, J. B.', u'Davidge, T. J.']",3,5.0,12.0,Publications of the Astronomical Society of the Pacific,[u'Near Infrared Imaging of the Proposed z=2 Cluster Behind CL 0939+4713 (Abell 851)'],1997,49.82727272727273,0,10.0,2.0,13.0,10.0,0.0,17.0,4.2,412.0
930,http://arxiv.org/abs/astro-ph/9710018v1,"[u'Chiba, Masashi', u'Yoshii, Yuzuru']",15,3.0,11.0,The Astrophysical Journal,[u'Three-Dimensional Orbits of Metal-poor Halo Stars and the Formation of the Galaxy'],1997,68.21280724450195,0,8.0,1.6,11.2,8.0,0.0,14.0,4.9,440.0
931,http://arxiv.org/abs/astro-ph/9609022v1,"[u'Sikivie, P.', u'Tkachev, I. I.', u'Wang, Yun']",118,18.0,39.0,Physical Review D,[u'Secondary infall model of galactic halo formation and the spectrum of cold dark matter particles on Earth'],1997,56.45515394912985,2,6.0,0.9,16.4,3.0,1.0,17.0,4.5,304.0
932,http://arxiv.org/abs/astro-ph/9701163v1,"[u'Croft, Rupert A. C.', u'Gazta\xf1aga, Enrique']",11,13.0,20.0,The Astrophysical Journal,[u'The Space Density of Galaxy Peaks and the Linear Matter Power Spectrum'],1998,68.21280724450195,0,8.0,1.6,23.4,7.0,1.0,11.0,5.0,447.0
933,http://arxiv.org/abs/astro-ph/9610171v1,"[u'Gnedin, Oleg Y.']",35,3.0,12.0,The Astrophysical Journal,[u'On the Evolution of the Globular Cluster Luminosity Function: The Differences'],1997,68.21280724450195,1,6.0,1.2,21.3,5.0,1.0,10.0,6.7,516.0
934,http://arxiv.org/abs/astro-ph/9708230v1,"[u'Couchman, H. M. P.', u'Peebles, P. J. E.']",15,12.0,34.0,The Astrophysical Journal,[u'A Numerical Renormalization Solution for Self-similar Cosmic Structure Formation'],1998,68.21280724450195,0,9.0,0.6,28.9,9.0,3.0,19.0,16.9,293.0
935,http://arxiv.org/abs/astro-ph/9709023v1,"[u'Illarionov, Andrei F.', u'Igumenshchev, Igor V.']",2,8.0,11.0,Monthly Notices of the Royal Astronomical Society,[u'Statistical theory of thermal instability'],1998,57.93898718730934,0,5.0,0.2,9.7,3.0,0.0,11.0,2.0,67.0
936,http://arxiv.org/abs/astro-ph/9708007v1,"[u'Allen, M. P.', u'Horvath, J. E.']",0,2.0,13.0,ArXiv e-prints,"[u""Implications of a constant observed braking index for young pulsar's spindown""]",1997,5.563943161634103,0,6.0,0.6,13.9,5.0,1.0,15.0,3.6,171.0
937,http://arxiv.org/abs/astro-ph/9709164v1,"[u'Leyshon, G.']",3,2.0,19.0,Experimental Astronomy,[u'On the reduction and presentation of data in astronomical two-channel photopolarimetry'],1998,5.875,0,2.0,2.0,3.9,1.0,0.0,2.0,0.2,492.0
938,http://arxiv.org/abs/astro-ph/9709121v1,"[u'Leon, S.', u'Combes, F.', u'Menon, T. K.']",44,17.0,20.0,Astronomy and Astrophysics,[u'Molecular gas in galaxies of Hickson compact groups'],1998,44.746808510638296,1,3.0,0.2,7.3,2.0,0.0,8.0,1.6,91.0
939,http://arxiv.org/abs/astro-ph/9702037v2,"[u'Bergstr\xf6m, Lars', u'Edsj\xf6, Joakim', u'Kamionkowski, Marc']",41,7.0,21.0,Astroparticle Physics,[u'Astrophysical-neutrino detection with angular and energy resolution'],1997,47.26984126984127,1,7.0,1.2,21.4,7.0,2.0,20.0,6.4,421.0
940,http://arxiv.org/abs/astro-ph/9611103v1,"[u'Ghigna, Sebastiano', u'Borgani, Stefano', u'Tucci, Marco', u'Bonometto, Silvio A.', u'Klypin, Anatoly', u'Primack, Joel R.']",20,10.0,12.0,The Astrophysical Journal,[u'Statistical Tests for CHDM and \u039bCDM Cosmologies'],1997,68.21280724450195,1,5.0,0.8,9.5,4.0,0.0,9.0,0.5,119.0
941,http://arxiv.org/abs/astro-ph/9704188v2,"[u'Murante, G.', u'Provenzale, A.', u'Spiegel, E. A.', u'Thieberger, R.']",9,6.0,15.0,Monthly Notices of the Royal Astronomical Society,[u'Density singularities and cosmic structures'],1997,57.93898718730934,0,2.0,1.0,3.0,0.0,0.0,2.0,0.1,157.0
942,http://arxiv.org/abs/hep-ph/9708215v1,"[u'Antunes, Nuno D.', u'Bettencourt, Lu\xeds M. A.', u'Hindmarsh, Mark']",30,4.0,4.0,Physical Review Letters,[u'Thermodynamics of Cosmic String Densities in U(1) Scalar Field Theory'],1998,107.7734375,1,2.0,1.0,6.2,2.0,0.0,2.0,0.6,388.0
943,http://arxiv.org/abs/astro-ph/9701219v1,"[u'Skibo, Jeffrey G.', u'Dermer, Charles D.', u'Schlickeiser, Reinhard']",12,3.0,15.0,The Astrophysical Journal,[u'The Beaming Pattern of Doppler-boosted Thermal Annihilation Radiation: Application to MeV Blazars'],1997,68.21280724450195,0,10.0,1.7,11.5,10.0,0.0,15.0,3.5,310.0
944,http://arxiv.org/abs/astro-ph/9703053v1,"[u'Landsman, W.', u'Aparicio, J.', u'Bergeron, P.', u'Di Stefano, R.', u'Stecher, T. P.']",40,2.0,12.0,The Astrophysical Journal,[u'S1040 in M67: A Post--Mass Transfer Binary with a Helium Core White Dwarf'],1997,68.21280724450195,1,6.0,2.0,9.5,5.0,0.0,11.0,2.0,471.0
945,http://arxiv.org/abs/astro-ph/9701207v1,"[u'Giard, M.', u'Puget, J. L.', u'Crete, E.', u'Scoupe, F.']",1,8.0,9.0,Astronomy and Astrophysics,[u'Excitation of interstellar molecules by near infrared PAH photons.'],1997,44.746808510638296,0,5.0,0.5,15.6,5.0,0.0,16.0,2.0,127.0
946,http://arxiv.org/abs/astro-ph/9706080v1,"[u'Burrows, A.', u'Sudarsky, D.', u'Sharp, C.', u'Marley, M.', u'Hubbard, W. B.', u'Lunine, J. I.', u'Guillot, T.', u'Saumon, D.', u'Freedman, R.']",0,9.0,19.0,ArXiv e-prints,[u'Advances in the Theory of Extrasolar Giant Planets and Brown Dwarfs'],1997,5.563943161634103,0,7.0,1.8,27.0,7.0,2.0,20.0,8.2,715.0
947,http://arxiv.org/abs/hep-ph/9710526v2,"[u'Panagiotakopoulos, C.', u'Tetradis, N.']",24,4.0,12.0,Physical Review D,[u'Two-stage inflation as a solution to the initial condition problem of hybrid inflation'],1999,56.45515394912985,1,5.0,0.3,14.9,4.0,1.0,16.0,3.6,125.0
948,http://arxiv.org/abs/astro-ph/9704186v1,"[u'Bednarek, W.', u'Protheroe, R. J.']",56,4.0,8.0,Physical Review Letters,[u'Gamma Rays and Neutrinos from the Crab Nebula Produced by Pulsar Accelerated Nuclei'],1997,107.7734375,2,7.0,2.3,12.7,6.0,0.0,14.0,4.3,694.0
949,http://arxiv.org/abs/hep-ph/9612350v3,"[u'Martins, C. J.']",25,2.0,4.0,Physical Review D,[u'Scaling laws for nonintercommuting cosmic string networks'],2004,56.45515394912985,1,8.0,1.1,17.2,8.0,0.0,19.0,7.1,379.0
950,http://arxiv.org/abs/astro-ph/9706254v1,"[u'Ghisellini, G.', u'Villata, M.', u'Raiteri, C. M.', u'Bosio, S.', u'de Francesco, G.', u'Latini, G.', u'Maesano, M.', u'Massaro, E.', u'Montagni, F.', u'Nesci, R.', u'Tosti, G.', u'Fiorucci, M.', u'Pian, E.', u'Maraschi, L.', u'Treves, A.', u'Comastri, A.', u'Mignoli, M.']",101,10.0,13.0,Astronomy and Astrophysics,[u'Optical-IUE observations of the gamma-ray loud BL Lacertae object S5 0716+714: data and interpretation.'],1997,44.746808510638296,2,10.0,1.7,34.4,10.0,4.0,20.0,13.5,611.0
951,http://arxiv.org/abs/astro-ph/9702237v1,"[u'Blum, R. D.', u'Ramond, T. M.', u'Conti, P. S.', u'Figer, D. F.', u'Sellgren, K.']",37,4.0,16.0,The Astronomical Journal,[u'H-Band Spectroscopic Classification of OB Stars'],1997,82.62099644128114,1,8.0,0.1,18.1,8.0,1.0,19.0,3.9,13.0
952,http://arxiv.org/abs/astro-ph/9707238v1,"[u'Brotherton, M. S.', u'Tran, Hien D.', u'van Breugel, Wil', u'Dey, Arjun', u'Antonucci, Robert']",0,2.0,14.0,ArXiv e-prints,[u'Spectropolarimetry of FIRST BAL QSOs'],1997,5.563943161634103,0,3.0,0.6,16.2,3.0,0.0,12.0,3.2,358.0
953,http://arxiv.org/abs/astro-ph/9706160v2,"[u'Chen, Y.', u'Wu, M.', u'Song, L. M.']",1,5.0,5.0,Astronomy and Astrophysics,[u'Evidence for gamma-ray bursts originating within 11 MPC'],1998,44.746808510638296,0,5.0,5.0,10.8,3.0,0.0,12.0,2.1,1449.0
954,http://arxiv.org/abs/astro-ph/9709022v1,"[u'Creze, M.', u'Chereul, E.', u'Bienayme, O.', u'Pichon, C.']",153,13.0,24.0,Astronomy and Astrophysics,[u'The distribution of nearby stars in phase space mapped by Hipparcos. I. The potential well and local dynamical mass'],1998,44.746808510638296,2,5.0,0.2,14.3,3.0,1.0,15.0,2.7,62.0
955,http://arxiv.org/abs/astro-ph/9708265v1,"[u'Ulmer, Andrew']",4,6.0,32.0,ArXiv e-prints,[u'Evolution of Thick Accretion Disks Produced by Tidal Disruption Events'],1997,5.563943161634103,0,6.0,0.9,10.8,6.0,0.0,11.0,2.6,232.0
956,http://arxiv.org/abs/astro-ph/9711184v1,"[u'Combes, F.', u'Wiklind, T.']",17,4.0,8.0,Highly Redshifted Radio Lines,[u'Molecular Lines in Absorption: Recent Results'],1999,5.666666666666667,0,6.0,3.0,12.4,4.0,0.0,14.0,2.8,843.0
957,http://arxiv.org/abs/hep-ph/9607448v2,"[u'Gherghetta, Tony']",33,4.0,13.0,Nuclear Physics B,[u'Goldstino decoupling in spontaneously broken supergravity theories'],1997,76.0,1,6.0,1.2,16.0,5.0,1.0,9.0,4.8,437.0
958,http://arxiv.org/abs/astro-ph/9701036v1,"[u'Vazdekis, A.', u'Peletier, R. F.', u'Beckman, J. E.', u'Casuso, E.']",134,22.0,29.0,The Astrophysical Journal Supplement Series,[u'A New Chemo-evolutionary Population Synthesis Model for Early-Type Galaxies. II. Observations and Results'],1997,149.59223300970874,2,2.0,1.0,19.5,2.0,2.0,8.0,2.2,745.0
959,http://arxiv.org/abs/astro-ph/9709118v1,"[u'Taylor, Christopher L.', u'Wilson, Christine D.']",10,5.0,14.0,The Astrophysical Journal,[u'<SUP>12</SUP>CO J = 1-0 Observations of Individual Giant Molecular Clouds in M81'],1998,68.21280724450195,0,7.0,1.0,19.2,7.0,1.0,20.0,3.9,283.0
960,http://arxiv.org/abs/astro-ph/9609157v3,"[u'Miller, M. Coleman', u'Lamb, Frederick K.', u'Psaltis, Dimitrios']",375,15.0,67.0,The Astrophysical Journal,[u'Sonic-Point Model of Kilohertz Quasi-periodic Brightness Oscillations in Low-Mass X-Ray Binaries'],1998,68.21280724450195,2,8.0,1.6,23.6,7.0,1.0,20.0,9.1,602.0
961,http://arxiv.org/abs/astro-ph/9705014v1,"[u'Totani, T.', u'Yoshii, Y.', u'Sato, K.']",40,3.0,11.0,The Astrophysical Journal,[u'Evolution of the Luminosity Density in the Universe: Implications for the Nonzero Cosmological Constant'],1997,68.21280724450195,1,4.0,0.1,12.2,4.0,0.0,7.0,2.2,50.0
962,http://arxiv.org/abs/astro-ph/9610006v1,"[u'Cristiani, S.', u""D'Odorico, S."", u""D'Odorico, V."", u'Fontana, A.', u'Giallongo, E.', u'Savaglio, S.']",67,5.0,9.0,Monthly Notices of the Royal Astronomical Society,[u'The clustering properties of the Lyman <e6>alpha</e6> clouds'],1997,57.93898718730934,2,7.0,1.2,18.4,7.0,1.0,19.0,1.6,207.0
963,http://arxiv.org/abs/astro-ph/9701030v1,"[u'Sosin, Craig', u'King, Ivan R.']",37,12.0,40.0,The Astronomical Journal,[u'Deep HST/FOC Imaging of the Central Density Cusp of the Globular Cluster M15'],1997,82.62099644128114,1,4.0,0.8,8.1,3.0,0.0,8.0,0.9,194.0
964,http://arxiv.org/abs/astro-ph/9707232v1,"[u'Dressler, Alan', u'Oemler, Augustus, Jr.', u'Couch, Warrick J.', u'Smail, Ian', u'Ellis, Richard S.', u'Barger, Amy', u'Butcher, Harvey', u'Poggianti, Bianca M.', u'Sharples, Ray M.']",748,19.0,35.0,The Astrophysical Journal,[u'Evolution since z = 0.5 of the Morphology-Density Relation for Clusters of Galaxies'],1997,68.21280724450195,2,3.0,0.8,32.5,3.0,3.0,20.0,4.3,517.0
965,http://arxiv.org/abs/astro-ph/9702047v1,"[u'Takizawa, Motokazu', u'Mineshige, Shin']",36,12.0,33.0,The Astrophysical Journal,[u'Evolution of X-Ray Clusters of Galaxies and Shock Heating of the Intracluster Medium'],1998,68.21280724450195,1,7.0,0.7,9.4,6.0,0.0,12.0,2.2,149.0
966,http://arxiv.org/abs/astro-ph/9609145v1,"[u'Larwood, John D.', u'Papaloizou, John C. B.']",54,14.0,27.0,Monthly Notices of the Royal Astronomical Society,[u'The hydrodynamical response of a tilted circumbinary disc: linear theory and non-linear numerical simulations'],1997,57.93898718730934,2,2.0,1.0,12.8,2.0,1.0,2.0,1.5,618.0
967,http://arxiv.org/abs/astro-ph/9710044v1,"[u'Hickson, Paul', u'Mulrooney, Mark K.']",0,5.0,27.0,ArXiv e-prints,[u'UBC-NASA Multi-Narrowband Survey. I. Description and Photometric Properties of the Survey'],1997,5.563943161634103,0,5.0,1.0,12.1,4.0,1.0,13.0,5.7,478.0
968,http://arxiv.org/abs/hep-ph/9608215v1,"[u'Kainulainen, Kimmo']",4,2.0,6.0,ArXiv e-prints,[u'Precise Nucleosynthesis Limits on Neutrino Masses'],1996,5.563943161634103,0,3.0,0.4,12.8,2.0,1.0,6.0,3.6,269.0
969,http://arxiv.org/abs/astro-ph/9711085v2,"[u'Toffolatti, L.', u'Argueso Gomez, F.', u'de Zotti, G.', u'Mazzei, P.', u'Franceschini, A.', u'Danese, L.', u'Burigana, C.']",244,8.0,10.0,Monthly Notices of the Royal Astronomical Society,[u'Extragalactic source counts and contributions to the anisotropies of the cosmic microwave background: predictions for the Planck Surveyor mission'],1998,57.93898718730934,2,3.0,0.2,16.4,3.0,1.0,9.0,1.2,92.0
970,http://arxiv.org/abs/astro-ph/9608132v1,"[u'Gallego, J.', u'Zamorano, J.', u'Rego, M.', u'Vitores, A. G.']",0,11.0,13.0,ArXiv e-prints,"[u'Spectroscopic properties, spatial and luminosity distributions of the UCm survey galaxies']",1996,5.563943161634103,0,7.0,1.4,21.9,6.0,1.0,20.0,4.7,432.0
